Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The Old West,Robert Leroy Parker used this alias in honor of a rustler he rode with as a teenager,Butch Cassidy,,False,False,100,True,23,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Mysterious East,The Komodo dragon is native only to this island nation,Indonesia,Jeff Richmond,False,False,2000,False,10,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Nonfiction,Dale Carnegie published material from his public speaking class in this 1936 book,How To Win Friends And Influence People,Jeff Richmond,False,False,2000,False,19,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Physics,Homogenized milk is an example of this suspension of small droplets of one liquid in another,emulsion (or colloid),Dave Traini,False,False,2000,False,13,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Myths & Legends,Iphigenia was the daughter of Agamemnon & this evil queen,Clytemnestra,Dave Traini,False,False,2000,False,4,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Violin,Early 19th C. virtuoso whose playing was so incredible some believed he was in league with the devil,Paganini,Bob Blake,False,False,2000,False,27,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Old West,Cole Younger was probably the father of this lady desperado's daughter Pearl,Belle Starr,,True,False,2500,False,30,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Mysterious East,For some 2000 years these Chinese bureaucrats got their jobs by passing civil service tests,Mandarin,Dave Traini,False,False,2500,False,11,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Nonfiction,In this 1990 book Richard Nixon discusses life after his resignation,In the Arena,,False,False,"1,500",True,22,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Physics,"From Greek for “icy cold”, the physics of very low temperatures is called this",cryogenics,Dave Traini,False,False,2500,False,12,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Myths & Legends,"The “Aeneid” says when her brother killed her husband, she fled Tyre & later founded Carthage",Dido,Bob Blake,False,False,2500,False,5,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Violin,This Lithuanian-born violinist taught master classes at USC before his death at age 86 in 1987,Jascha Heifetz,Dave Traini,False,False,2500,False,28,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
World Leaders,"Of Napoleon I, Napoleon II or Napoleon III, the one who never ruled France",Napoleon II,Bruce Seymour,False,False,200,False,7,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Colors,"A person described as ""hoary"" has hair this color",white (or gray),Dave Traini,False,False,200,False,12,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
6-Letter Words,The second book of the Old Testament & the event described there,Exodus,Bob Verini,False,False,200,False,20,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
International Cuisine,Hungary is famous for this beef stew flavored with paprika,goulash,Bob Verini,False,False,200,False,24,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Highways & Byways,"Traditionally, inaugural parades follow this street between the Capitol & the White House",Pennsylvania Avenue,Bruce Seymour,False,False,200,False,16,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Art World Blockbusters,"Assessed at $100 million in 1962, this da Vinci painting is believed to be the world's most valuable",the Mona Lisa,Bruce Seymour,False,False,200,False,15,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
World Leaders,This man who punished traitors in WWII was made Soviet Premier in 1958,Khrushchev,Bob Verini,False,False,400,False,6,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Colors,This nickname of Kentucky can refer to its landscape or its music,bluegrass,Bob Verini,False,False,400,False,8,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
6-Letter Words,"Marilyn Quayle's profession, although she hasn't practiced in years",lawyer,Bob Verini,False,False,400,False,21,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
International Cuisine,It's how you'd order rice with chicken in Spanish-speaking countries,arroz con pollo,Bob Verini,False,False,400,False,25,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Highways & Byways,The Overseas Highway starts at Key Largo & ends at this island,Key West,Bob Verini,False,False,400,False,17,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Art World Blockbusters,In 1980 one of this glassworker's lamps fetched the highest price ever for Art Nouveau,Louis Tiffany,Bob Verini,False,False,400,False,14,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
World Leaders,Party to which French president Francois Mitterand belongs,the Socialist Party,Bruce Seymour,False,False,600,False,1,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Colors,"Completes the lyric ""For they're hangin' men & women there for the wearin' o'…""",green,Bruce Seymour,False,False,600,False,9,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
6-Letter Words,"To exhale, or to stop breathing entirely",expire,Bob Verini,False,False,600,False,22,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
International Cuisine,The Italian dish Osso Buco is made with this type of meat,veal,Bruce Seymour,False,False,600,False,26,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Highways & Byways,"It's the route followed by the Joad family in ""The Grapes of Wrath""",Route 66,,True,False,600,False,18,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Art World Blockbusters,"Dutch-born U.S. abstract expressionist, his ""Interchange"" sold for $20.7 mil., a living artist's record",Willem de Kooning,Bob Verini,False,False,600,False,4,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
World Leaders,In 1983 Yitzhak Shamir replaced this man as prime minister of Israel,Menachem Begin,,True,False,800,False,2,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Colors,"It's a shade of brown, a type of nut or a nutty housekeeper",hazel,Dave Traini,False,False,800,False,10,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
6-Letter Words,"In ""Clementine"", the 2 places where the miner, 49er, was excavating for a mine","in a canyon, in a cavern",Bob Verini,False,False,800,False,23,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
International Cuisine,"The French will tell you cuisses de grenouille, which are these, taste a lot like chicken",frogs\' legs,Bruce Seymour,False,False,800,False,29,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Highways & Byways,This bridge links Michigan's Upper & Lower Peninsulas,Mackinac Bridge,Bob Verini,False,False,800,False,19,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Art World Blockbusters,"A tiger, not a horse, fetched $35,200 in 1986, the highest price ever for a piece from 1 of these",a carousel (or a merry-go-round),,False,False,600,True,5,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
World Leaders,"On her death, James VI of Scotland moved to London & took over",Elizabeth I,Bob Verini,False,False,1000,False,3,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Colors,It's another name for the Jolly Roger,the black flag,,True,False,1000,False,11,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
6-Letter Words,"A bodice for women that ties behind the neck, or a device made of leather to restrain a horse",a halter,Bruce Seymour,False,False,1000,False,28,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
International Cuisine,This popular Thai dish consists of sweet crispy noodles with chicken or shrimp,mee krob,,True,False,1000,False,30,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Highways & Byways,This city recently reconstructed its Dan Ryan Expressway at a cost of $250 million,Chicago,Bruce Seymour,False,False,1000,False,27,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Art World Blockbusters,"Impressionist whose painting ""Reading Le Figaro"" in 1983 sold for more than any other woman's work",Mary Cassatt,Bob Verini,False,False,1000,False,13,Super Jeopardy! show #13,"Saturday, September 8, 1990",Jeopardy! Round
Early America,"On Nov. 11, 1620, 41 men aboard this ship signed a famous compact",the Mayflower,Dave Traini,False,False,500,False,29,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Books & Authors,John Bunyan's dreamlike allegory of Christian's journey to the celestial city,Pilgrim\'s Progress,Bob Verini,False,False,500,False,16,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Theater History,The village of Oberammergau in this country is the home of a passion play first performed in 1634,West Germany,Bruce Seymour,False,False,500,False,27,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Newspapers,"Newspapers in Sacramento, Modesto & Fresno share the name of this insect",bee,Bob Verini,False,False,500,False,28,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Spanish Cities,The zero km. mark from which all Spanish roads are measured is in the Puerta del Sol in this city,Madrid,Bob Verini,False,False,500,False,26,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
17Th Century Science,In 1611 Kepler published a paper on the 6-sided nature of these weather phenomena,snowflakes,Dave Traini,False,False,500,False,30,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Early America,"Jean Nicolet, who arrived at Green Bay in 1634, was the first European to visit what is now this state",Wisconsin,Bruce Seymour,False,False,1000,False,25,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Books & Authors,"""The Cancer Ward"", in his novel of the same name, is thought to be an allegory of the Soviet state",Solzhenitsyn,Bob Verini,False,False,1000,False,18,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Theater History,In Ancient Greece plays about these goat-legged men were performed after a trilogy of tragedies,satyrs,Bob Verini,False,False,1000,False,20,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Newspapers,This Boston-based newspaper is circulated in more than 100 countries,The Christian Science Monitor,,True,False,1000,False,24,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Spanish Cities,Catalan is the language of this second largest city in Spain,Barcelona,Dave Traini,False,False,1000,False,23,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
17Th Century Science,About 1645 A. Kircher came up with this device that projects pictures on a wall,the magic lantern,,True,False,1000,False,22,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Early America,"He was looking for China in 1609 when he sailed his ship, the Half Moon, into New York Harbor",Henry Hudson,Bruce Seymour,False,False,1500,False,11,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Books & Authors,"Ambrose Bierce wrote ""The Cynic's Word Book"" which was later published under this title",The Devil\'s Dictionary,Bruce Seymour,False,False,"4,000",True,10,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Theater History,"Maude Adams was known for starring in this author's plays, including ""The Little Minister"" & ""Peter Pan""",(James) Barrie,Bruce Seymour,False,False,1500,False,14,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Newspapers,This capital city's 2 daily newspapers are The Deseret News & The Tribune,Salt Lake City,Bruce Seymour,False,False,1500,False,7,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Spanish Cities,A Roman aqueduct brings water to this city that shares its name with a guitarist,Segovia,Bruce Seymour,False,False,1500,False,4,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
17Th Century Science,"After John Napier discovered these, William Oughtred invented a slide rule to utilize them",logarithms,Bruce Seymour,False,False,1500,False,3,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Early America,"In 1647, when it was still part of this colony, New Hampshire was required to develop a school system",Massachusetts,Bob Verini,False,False,2000,False,12,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Books & Authors,"Some think his works, including ""The Social Contract"", inspired the French Revolution",Rousseau,Bob Verini,False,False,2000,False,19,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Theater History,V. Nemirovich-Danchenko & K. Stanislavsky founded this theater company in 1898,The Moscow Art Theatre,Bob Verini,False,False,2000,False,13,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Newspapers,International editions of this Miami daily are airlifted to Latin America,The Miami Herald,Bob Verini,False,False,2000,False,8,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Spanish Cities,This capital of the Visigothic kingdom in Spain is on the cutting edge of swordmaking,Toledo,Bruce Seymour,False,False,2000,False,5,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
17Th Century Science,In a 1665 book Robert Hooke described the cells of this plant he saw through his microscope,cork,,True,False,2000,False,2,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Early America,In 1790 John Carroll of this city became the 1st American appointed a Roman Catholic bishop,Baltimore,Bruce Seymour,False,False,"4,000",True,15,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Books & Authors,"If you've read his ""A la recherche du temps perdu"", then you know about the Madeleines",(Marcel) Proust,Bruce Seymour,False,False,2500,False,17,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Theater History,"This Roman comic playwright made fun of the gods in ""Amphitryon"", one of his comedies of errors",Plautus,Bruce Seymour,False,False,2500,False,9,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Newspapers,This Cleveland paper has the largest circulation in Ohio,The Plain Dealer,Dave Traini,False,False,2500,False,21,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
Spanish Cities,"This northern port in the Basque region is called the ""Pittsburgh of Spain""",Bilbao,,True,False,2500,False,6,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
17Th Century Science,In 1675 this astronomer found at least 2 rings separated by a gap encircling Saturn,Cassini,,True,False,2500,False,1,Super Jeopardy! show #13,"Saturday, September 8, 1990",Double Jeopardy! Round
